s1,s2,y
-0.041841353804587644,-0.8216680129927496,2.0
1.5188903513101992,0.738463248564285,2.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,-0.041841353804587644,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,2.0
0.738463248564285,-0.041841353804587644,2.0
-0.041841353804587644,0.738463248564285,2.0
0.738463248564285,1.5188903513101992,1.0
-0.041841353804587644,-0.8216680129927496,2.0
-0.8216680129927496,-1.601839840894962,2.0
-0.041841353804587644,-0.8216680129927496,2.0
-0.041841353804587644,0.738463248564285,2.0
-0.8216680129927496,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,1.0
0.738463248564285,1.5188903513101992,1.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,2.0
-0.041841353804587644,0.738463248564285,1.0
0.738463248564285,1.5188903513101992,1.0
1.5188903513101992,0.738463248564285,1.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,2.0
1.5188903513101992,0.738463248564285,1.0
-0.8216680129927496,-1.601839840894962,2.0
-0.8216680129927496,-1.601839840894962,2.0
0.738463248564285,1.5188903513101992,2.0
0.738463248564285,-0.041841353804587644,2.0
-0.8216680129927496,-0.041841353804587644,2.0
1.5188903513101992,0.738463248564285,1.0
0.738463248564285,1.5188903513101992,1.0
-0.8216680129927496,-1.601839840894962,2.0
1.5188903513101992,0.738463248564285,2.0
-0.8216680129927496,-1.601839840894962,2.0
-0.8216680129927496,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,1.0
-1.601839840894962,-0.8216680129927496,2.0
-0.041841353804587644,0.738463248564285,1.0
0.738463248564285,-0.041841353804587644,1.0
0.738463248564285,-0.041841353804587644,2.0
-0.8216680129927496,-0.041841353804587644,2.0
-0.8216680129927496,-0.041841353804587644,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,2.0
0.738463248564285,-0.041841353804587644,2.0
1.5188903513101992,0.738463248564285,2.0
0.738463248564285,1.5188903513101992,2.0
0.738463248564285,1.5188903513101992,2.0
1.5188903513101992,0.738463248564285,2.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,2.0
0.738463248564285,-0.041841353804587644,2.0
-0.8216680129927496,-0.041841353804587644,2.0
1.5188903513101992,0.738463248564285,2.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,1.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,2.0
-1.601839840894962,-0.8216680129927496,1.0
-0.041841353804587644,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,2.0
0.738463248564285,1.5188903513101992,2.0
0.738463248564285,1.5188903513101992,2.0
-0.8216680129927496,-0.041841353804587644,1.0
0.738463248564285,-0.041841353804587644,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-1.601839840894962,-0.8216680129927496,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-1.601839840894962,-0.8216680129927496,1.0
-0.8216680129927496,-1.601839840894962,1.0
0.738463248564285,1.5188903513101992,1.0
0.738463248564285,1.5188903513101992,1.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,2.0
1.5188903513101992,0.738463248564285,2.0
-0.8216680129927496,-1.601839840894962,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,1.0
0.738463248564285,1.5188903513101992,1.0
-0.041841353804587644,-0.8216680129927496,1.0
0.738463248564285,1.5188903513101992,2.0
-0.8216680129927496,-1.601839840894962,2.0
-0.041841353804587644,0.738463248564285,2.0
-0.041841353804587644,0.738463248564285,1.0
-1.601839840894962,-0.8216680129927496,2.0
-0.8216680129927496,-0.041841353804587644,1.0
-0.041841353804587644,-0.8216680129927496,1.0
-0.8216680129927496,-1.601839840894962,2.0
1.5188903513101992,0.738463248564285,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,2.0
1.5188903513101992,0.738463248564285,1.0
-0.8216680129927496,-1.601839840894962,2.0
-0.041841353804587644,0.738463248564285,2.0
1.5188903513101992,0.738463248564285,2.0
-1.601839840894962,-0.8216680129927496,2.0
0.738463248564285,1.5188903513101992,1.0
-0.8216680129927496,-0.041841353804587644,1.0
1.5188903513101992,0.738463248564285,2.0
-0.041841353804587644,0.738463248564285,2.0
-1.601839840894962,-0.8216680129927496,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-0.041841353804587644,-0.8216680129927496,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,1.0
0.738463248564285,1.5188903513101992,1.0
-0.041841353804587644,0.738463248564285,2.0
-0.041841353804587644,0.738463248564285,1.0
1.5188903513101992,0.738463248564285,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-0.041841353804587644,-0.8216680129927496,2.0
-0.8216680129927496,-1.601839840894962,2.0
-1.601839840894962,-0.8216680129927496,2.0
-0.041841353804587644,0.738463248564285,1.0
-0.8216680129927496,-0.041841353804587644,1.0
1.5188903513101992,0.738463248564285,2.0
-0.041841353804587644,-0.8216680129927496,2.0
0.738463248564285,-0.041841353804587644,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,1.0
-0.041841353804587644,0.738463248564285,1.0
-0.8216680129927496,-1.601839840894962,1.0
0.738463248564285,-0.041841353804587644,2.0
-0.8216680129927496,-0.041841353804587644,2.0
-0.8216680129927496,-1.601839840894962,2.0
-1.601839840894962,-0.8216680129927496,1.0
1.5188903513101992,0.738463248564285,2.0
-0.8216680129927496,-0.041841353804587644,2.0
0.738463248564285,-0.041841353804587644,1.0
1.5188903513101992,0.738463248564285,2.0
1.5188903513101992,0.738463248564285,2.0
-0.8216680129927496,-0.041841353804587644,2.0
-0.8216680129927496,-0.041841353804587644,1.0
-0.041841353804587644,-0.8216680129927496,1.0
-0.041841353804587644,-0.8216680129927496,2.0
-0.041841353804587644,0.738463248564285,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,2.0
-0.8216680129927496,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,1.0
-1.601839840894962,-0.8216680129927496,2.0
-0.8216680129927496,-1.601839840894962,1.0
1.5188903513101992,0.738463248564285,2.0
-0.8216680129927496,-1.601839840894962,2.0
-0.8216680129927496,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,1.0
0.738463248564285,-0.041841353804587644,1.0
-0.8216680129927496,-0.041841353804587644,1.0
0.738463248564285,1.5188903513101992,1.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,-0.041841353804587644,2.0
-0.8216680129927496,-1.601839840894962,2.0
0.738463248564285,-0.041841353804587644,2.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,1.0
0.738463248564285,1.5188903513101992,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-0.041841353804587644,-0.8216680129927496,1.0
1.5188903513101992,0.738463248564285,1.0
-0.8216680129927496,-1.601839840894962,2.0
-1.601839840894962,-0.8216680129927496,2.0
-0.041841353804587644,-0.8216680129927496,2.0
-0.8216680129927496,-1.601839840894962,1.0
-1.601839840894962,-0.8216680129927496,1.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,1.0
-0.8216680129927496,-0.041841353804587644,2.0
0.738463248564285,-0.041841353804587644,1.0
0.738463248564285,1.5188903513101992,1.0
0.738463248564285,-0.041841353804587644,2.0
-0.8216680129927496,-1.601839840894962,2.0
0.738463248564285,1.5188903513101992,2.0
-0.8216680129927496,-1.601839840894962,2.0
0.738463248564285,1.5188903513101992,2.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,2.0
-0.041841353804587644,-0.8216680129927496,1.0
0.738463248564285,-0.041841353804587644,1.0
-0.041841353804587644,0.738463248564285,2.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,1.0
-0.8216680129927496,-1.601839840894962,1.0
-1.601839840894962,-0.8216680129927496,2.0
-0.041841353804587644,-0.8216680129927496,2.0
-0.8216680129927496,-0.041841353804587644,2.0
-0.8216680129927496,-0.041841353804587644,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-1.601839840894962,-0.8216680129927496,2.0
-0.041841353804587644,-0.8216680129927496,1.0
-0.8216680129927496,-0.041841353804587644,1.0
1.5188903513101992,0.738463248564285,2.0
1.5188903513101992,0.738463248564285,1.0
0.738463248564285,-0.041841353804587644,2.0
-0.8216680129927496,-0.041841353804587644,2.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-0.8216680129927496,-1.601839840894962,1.0
-0.8216680129927496,-1.601839840894962,2.0
1.5188903513101992,0.738463248564285,1.0
1.5188903513101992,0.738463248564285,2.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,-0.041841353804587644,2.0
-0.041841353804587644,-0.8216680129927496,2.0
1.5188903513101992,0.738463248564285,2.0
0.738463248564285,-0.041841353804587644,2.0
-0.8216680129927496,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,2.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,2.0
-0.8216680129927496,-0.041841353804587644,2.0
0.738463248564285,1.5188903513101992,1.0
-0.8216680129927496,-0.041841353804587644,1.0
-0.041841353804587644,0.738463248564285,1.0
-1.601839840894962,-0.8216680129927496,2.0
-0.8216680129927496,-1.601839840894962,2.0
0.738463248564285,1.5188903513101992,2.0
-0.8216680129927496,-0.041841353804587644,1.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,2.0
-1.601839840894962,-0.8216680129927496,1.0
1.5188903513101992,0.738463248564285,1.0
-0.041841353804587644,0.738463248564285,1.0
-1.601839840894962,-0.8216680129927496,1.0
-0.8216680129927496,-0.041841353804587644,1.0
1.5188903513101992,0.738463248564285,1.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,-0.041841353804587644,2.0
-1.601839840894962,-0.8216680129927496,1.0
-0.041841353804587644,0.738463248564285,1.0
-1.601839840894962,-0.8216680129927496,1.0
-1.601839840894962,-0.8216680129927496,1.0
1.5188903513101992,0.738463248564285,1.0
1.5188903513101992,0.738463248564285,1.0
0.738463248564285,-0.041841353804587644,2.0
1.5188903513101992,0.738463248564285,2.0
-0.8216680129927496,-0.041841353804587644,2.0
0.738463248564285,-0.041841353804587644,2.0
-1.601839840894962,-0.8216680129927496,1.0
0.738463248564285,1.5188903513101992,1.0
1.5188903513101992,0.738463248564285,1.0
-0.041841353804587644,-0.8216680129927496,2.0
-0.041841353804587644,-0.8216680129927496,2.0
1.5188903513101992,0.738463248564285,2.0
0.738463248564285,-0.041841353804587644,2.0
0.738463248564285,-0.041841353804587644,2.0
-0.041841353804587644,-0.8216680129927496,2.0
0.738463248564285,1.5188903513101992,2.0
-1.601839840894962,-0.8216680129927496,2.0
-0.8216680129927496,-0.041841353804587644,2.0
-0.041841353804587644,-0.8216680129927496,2.0
-0.041841353804587644,-0.8216680129927496,1.0
-0.041841353804587644,-0.8216680129927496,2.0
-0.8216680129927496,-1.601839840894962,2.0
-0.041841353804587644,0.738463248564285,2.0
-0.8216680129927496,-1.601839840894962,1.0
1.5188903513101992,0.738463248564285,1.0
-1.601839840894962,-0.8216680129927496,2.0
-0.041841353804587644,0.738463248564285,1.0
0.738463248564285,1.5188903513101992,1.0
-0.8216680129927496,-1.601839840894962,2.0
-1.601839840894962,-0.8216680129927496,2.0
-0.041841353804587644,-0.8216680129927496,2.0
0.738463248564285,-0.041841353804587644,2.0
-0.8216680129927496,-1.601839840894962,2.0
